task_id	task_type	premise_type	premise	hypothesis	label
boilWater-jhxqepq0-autogen_missing_c	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees laptop (closed and turned off), fourth stove burner is on the right of soap bar.	The robot failed because the step of pick up pot is missing before put pot on fourth stove burner	N
makeCoffee-n4627tg4-autogen_action-failed_c	make coffee	observation	Robot attempts to turn off faucet. Robot sees bowl is inside fridge, fridge (closed), faucet (turned off).	The robot failed to perform make coffee because it failed to execute (toggle_off, Faucet).	C
boilWater-jk9flu5d-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	Robot could not pick up pot because television is blocking pot	N
toastBread-vj5yhjz3-autogen_blocking_c	toast bread	observation	Robot attempts to pick up knife. Robot sees nothing is inside robot gripper, faucet (turned off), knife is below sink.	knife is blocking sink	C
boilWater-5df15tuu-autogen_action-failed_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	Failed to do (pick_up, Pot)	N
heatPotato-aw07fiw3-autogen_action-failed_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	The robot failed to complete heat potato because it failed to execute (pick_up, Plate)	N
boilWater-25yir9ja-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to stove burner.	The robot failed to do boil water because it dropped pot while moving to stove burner	N
makeCoffee-10_gt_step_48_gt_exp	make coffee	observation	Robot attempts to toggle on coffee machine. Robot sees mug is inside robot gripper, coffee machine (turned on).	The robot put the mug inside the coffee machine after the coffee machine was turned off, as a result, the mug remained empty.	N
toastBread-7792f3me-autogen_wrong_order_e	toast bread	observation	Robot attempts to slice bread. Robot sees faucet (turned off), bread (sliced).	The robot fails because it put knife on second countertop before doing - slice bread	N
heatPotato-l51ps9zz-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, move to microwave, pick up plate.	The robot fails because it move to microwave before doing - pick up plate	E
heatPotato-y4i4kyup-autogen_action-failed_e	heat potato	observation	Robot attempts to put plate in microwave. Robot sees plate is inside robot gripper, laptop (closed and turned off).	The robot failed to perform heat potato because did not put_in plate	E
toastBread-sp0nbpkx-autogen_wrong_order_c	toast bread	observation	Robot attempts to pick up bread slice. Robot sees bread slice is inside robot gripper, egg (not sliced and not cracked), pan (clean), egg is on top of second countertop, pan is on the right of kettle, pan is on top of first countertop.	The robot fails because it pick up bread slice before doing - put knife on second countertop	N
waterPlant-3_pred_step_43_reflect_exp	water plant	plan	To water plant, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, toggle on faucet, toggle off faucet, pick up pot, move to sink, pour liquid from pot into sink, move to house plant, pour liquid from pot into house plant.	The failure at 00:43 occurred because the robot attempted to pour liquid from the pot into the house plant, but the pot was empty at that time, leading to the failure to water the plant.	N
boilWater-5df15tuu-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, microwave (open and turned off), pot is below Safe.	Failed to do (pick_up, Pot)	E
heatPotato-8_gt_step_34_reflect_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to pan, put potato on pan.	The robot plan failed because the robot did not put the potato on the pan before picking up the pan, resulting in the pan being empty when it was placed in the microwave.	C
makeCoffee-vgmoh2xv-autogen_missing_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, pick up mug, put mug on countertop.	The robot failed because the step of pick up mug is missing before put mug on countertop	C
makeCoffee-y7wr1fyn-autogen_missing_e	make coffee	plan	To make coffee, robot has this plan - move to mug, move to sink, put mug on sink.	Robot failed to execute - pick up mug) because it did not do put mug on sink before executing it.	E
boilWater-2xdjprwo-autogen_action-failed_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	The robot failed to complete boil water because it failed to execute (pick_up, Pot)	N
makeCoffee-6cxx7uzq-autogen_action-failed_c	make coffee	observation	Robot attempts to pick up mug. Robot sees mug is inside robot gripper, fridge (closed), egg (not sliced and not cracked).	The robot failed to perform make coffee because it failed to execute (pick_up, Mug).	C
boilWater-lhtskdtk-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, faucet (turned off), sink on the left of armchair.	pot was dropped by the robot.	C
heatPotato-yp5wo74r-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	N
boilWater-gyhv836a-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees pan is on the right of kettle, egg is on top of second countertop, egg (not sliced and not cracked), nothing is inside robot gripper, pan is on top of first countertop, pan (clean), pot is below egg.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	E
heatPotato-a3p0a2ta-autogen_blocking_e	heat potato	observation	Robot attempts to pick up plate. Robot sees potato is on top of pan, pan (clean), pan is on top of first countertop, nothing is inside robot gripper, potato is on top of first countertop, plate is below pan.	plate is being blocked by pan	E
boilWater-ltarp7or-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, faucet (turned on), pot is on the left of HandTowelHolder.	The robot failed to perform boil water because did not pick_up pot	E
makeCoffee-32hh0ow0-autogen_dropped_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	dropped mug while moving	N
heatPotato-l51ps9zz-autogen_wrong_order_e	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, fridge (closed).	The robot fails because it move to microwave before doing - pick up plate	N
makeCoffee-xnthvafm-autogen_wrong_order_c	make coffee	observation	Robot attempts to turn on faucet. Robot sees laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand, faucet (turned on).	The robot fails because it turn on faucet before doing - put mug on sink	N
heatPotato-ovt5lpde-autogen_missing_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate.	The robot can't put potato on plate without doing pick up potato before.	C
boilWater-v5kvmm3k-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to fourth stove burner, turn on fourth stove burner, put pot on fourth stove burner.	Wrong plan - put pot on fourth stove burner after turn on fourth stove burner	E
heatPotato-qj5b15wh-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, move to microwave, put plate on countertop.	Robot failed to execute - pick up plate) because it did not do put plate on countertop before executing it.	E
boilWater-u9u5wson-autogen_missing_e	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees nothing is inside robot gripper, egg is below microwave, egg (not sliced and not cracked), egg is on top of first countertop, fourth stove burner is beside soap bottle.	The robot can't put pot on fourth stove burner without doing pick up pot before.	E
boilWater-poczy2tt-autogen_dropped_e	boil water	observation	Robot attempts to move to stove burner. Robot sees nothing is inside robot gripper, microwave (closed and turned off), stove burner on the left of fridge.	pot was dropped by the robot.	E
toastBread-58mkf9ut-autogen_wrong_order_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, slice bread, move to bread.	The robot fails because it slice bread before doing - move to bread	E
heatPotato-8qhjarba-autogen_wrong_order_e	heat potato	observation	Robot attempts to open microwave. Robot sees laptop (open and turned off), laptop is inside armchair, microwave (open).	Wrong plan - open microwave after pick up plate	N
makeCoffee-3719yqth-autogen_missing_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine, turn off coffee machine, put mug on countertop.	The robot failed because the step of pick up mug is missing before put mug on countertop	E
boilWater-k40krk74-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	Wrong plan - pick up pot after move to sink	C
